filename,category,model,which MR is violated,manual check result,False Negative Reason
ILSVRC2012_val_00014993.JPEG,"paddle, boat paddle",nasnet_large,MR-1,TP,
ILSVRC2012_val_00015044.JPEG,canoe,nasnet_large,MR-1,TP,
ILSVRC2012_val_00015086.JPEG,"switch, electric switch, electrical switch",mobilenet,MR-1,FP,Uncertain
ILSVRC2012_val_00015327.JPEG,"apiary, bee house",nasnet_large,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00015364.JPEG,plate rack,nasnet_large,MR-1,TP,
ILSVRC2012_val_00015365.JPEG,"balance beam, beam",mobilenet,MR-1,TP,
ILSVRC2012_val_00015397.JPEG,basketball,resnet101,MR-1,TP,
ILSVRC2012_val_00015722.JPEG,rain barrel,mobilenet,MR-1,TP,
ILSVRC2012_val_00015777.JPEG,"cucumber, cuke",resnet101,MR-1,TP,
ILSVRC2012_val_00015777.JPEG,"cucumber, cuke",mobilenet,MR-1,TP,
ILSVRC2012_val_00015802.JPEG,"leaf beetle, chrysomelid",nasnet_large,MR-1,TP,
ILSVRC2012_val_00015906.JPEG,earthstar,nasnet_large,MR-1,TP,
ILSVRC2012_val_00015945.JPEG,"flatworm, platyhelminth",nasnet_large,MR-1,TP,
ILSVRC2012_val_00015991.JPEG,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",mobilenet,MR-1,TP,
ILSVRC2012_val_00016019.JPEG,volcano,mobilenet,MR-1,TP,
ILSVRC2012_val_00016035.JPEG,torch,mobilenet,MR-1,TP,
ILSVRC2012_val_00016096.JPEG,"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus",nasnet_large,MR-1,TP,
ILSVRC2012_val_00016111.JPEG,"lakeside, lakeshore",nasnet_large,MR-1,TP,
ILSVRC2012_val_00016247.JPEG,"solar dish, solar collector, solar furnace",mobilenet,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00016322.JPEG,"harmonica, mouth organ, harp, mouth harp",resnet101,MR-1,TP,
ILSVRC2012_val_00016379.JPEG,"whiptail, whiptail lizard",nasnet_large,MR-1,TP,
ILSVRC2012_val_00016396.JPEG,"breakwater, groin, groyne, mole, bulwark, seawall, jetty",mobilenet,MR-1,TP,
ILSVRC2012_val_00016430.JPEG,"dalmatian, coach dog, carriage dog",resnet101,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00016430.JPEG,"dalmatian, coach dog, carriage dog",nasnet_large,MR-1,FP,Uncertain
ILSVRC2012_val_00016452.JPEG,maypole,mobilenet,MR-1,TP,
ILSVRC2012_val_00016468.JPEG,gondola,resnet101,MR-1,FP,Uncertain
ILSVRC2012_val_00016557.JPEG,"flatworm, platyhelminth",nasnet_large,MR-1,TP,
ILSVRC2012_val_00016591.JPEG,turnstile,resnet101,MR-1,TP,
ILSVRC2012_val_00016619.JPEG,"miniskirt, mini",mobilenet,MR-1,TP,
ILSVRC2012_val_00016848.JPEG,"groom, bridegroom",nasnet_large,MR-1,TP,
ILSVRC2012_val_00017009.JPEG,rain barrel,mobilenet,MR-1,TP,
ILSVRC2012_val_00017020.JPEG,"parachute, chute",mobilenet,MR-1,TP,
ILSVRC2012_val_00017049.JPEG,"jackfruit, jak, jack",resnet101,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00017159.JPEG,volleyball,resnet101,MR-1,TP,
ILSVRC2012_val_00017160.JPEG,scoreboard,mobilenet,MR-1,TP,
ILSVRC2012_val_00017177.JPEG,wine bottle,resnet101,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00017229.JPEG,rugby ball,nasnet_large,MR-1,TP,
ILSVRC2012_val_00017282.JPEG,"grille, radiator grille",mobilenet,MR-1,TP,
ILSVRC2012_val_00017353.JPEG,"squirrel monkey, Saimiri sciureus",resnet101,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00017423.JPEG,"walking stick, walkingstick, stick insect",nasnet_large,MR-1,TP,
ILSVRC2012_val_00017462.JPEG,croquet ball,nasnet_large,MR-1,TP,
ILSVRC2012_val_00017609.JPEG,"snowplow, snowplough",nasnet_large,MR-1,TP,
ILSVRC2012_val_00017632.JPEG,space shuttle,mobilenet,MR-1,TP,
ILSVRC2012_val_00017635.JPEG,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",mobilenet,MR-1,TP,
ILSVRC2012_val_00017700.JPEG,"tench, Tinca tinca",resnet101,MR-1,TP,
ILSVRC2012_val_00017703.JPEG,"apiary, bee house",resnet101,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00017781.JPEG,"three-toed sloth, ai, Bradypus tridactylus",resnet101,MR-1,TP,
ILSVRC2012_val_00017801.JPEG,"chain saw, chainsaw",mobilenet,MR-1,TP,
ILSVRC2012_val_00017801.JPEG,"chain saw, chainsaw",nasnet_large,MR-1,TP,
ILSVRC2012_val_00017826.JPEG,"oscilloscope, scope, cathode-ray oscilloscope, CRO",resnet101,MR-1,TP,
ILSVRC2012_val_00017841.JPEG,"quill, quill pen",nasnet_large,MR-1,TP,
ILSVRC2012_val_00017959.JPEG,"hip, rose hip, rosehip",resnet101,MR-1,TP,
ILSVRC2012_val_00017970.JPEG,"junco, snowbird",nasnet_large,MR-1,TP,
ILSVRC2012_val_00018039.JPEG,Windsor tie,nasnet_large,MR-1,TP,
ILSVRC2012_val_00018051.JPEG,"bearskin, busby, shako",mobilenet,MR-1,TP,
ILSVRC2012_val_00018052.JPEG,"Dungeness crab, Cancer magister",mobilenet,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00018091.JPEG,"ice lolly, lolly, lollipop, popsicle",mobilenet,MR-1,TP,
ILSVRC2012_val_00018158.JPEG,fireboat,mobilenet,MR-1,TP,
ILSVRC2012_val_00018160.JPEG,"bullfrog, Rana catesbeiana",resnet101,MR-1,TP,
ILSVRC2012_val_00018266.JPEG,sliding door,resnet101,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00018277.JPEG,"radio telescope, radio reflector",nasnet_large,MR-1,TP,
ILSVRC2012_val_00018314.JPEG,green mamba,resnet101,MR-1,TP,
ILSVRC2012_val_00018466.JPEG,"tiger shark, Galeocerdo cuvieri",nasnet_large,MR-1,TP,
ILSVRC2012_val_00018484.JPEG,"bearskin, busby, shako",nasnet_large,MR-1,TP,
ILSVRC2012_val_00018537.JPEG,basketball,mobilenet,MR-1,TP,
ILSVRC2012_val_00018598.JPEG,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",nasnet_large,MR-1,TP,
ILSVRC2012_val_00018641.JPEG,"flagpole, flagstaff",resnet101,MR-1,TP,
ILSVRC2012_val_00018720.JPEG,rain barrel,mobilenet,MR-1,TP,
ILSVRC2012_val_00018725.JPEG,ping-pong ball,resnet101,MR-1,TP,
ILSVRC2012_val_00018727.JPEG,fireboat,resnet101,MR-1,TP,
ILSVRC2012_val_00018738.JPEG,"yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum",mobilenet,MR-1,FP,Incomplete Removal of the Target Object
ILSVRC2012_val_00018746.JPEG,"balance beam, beam",nasnet_large,MR-1,TP,
ILSVRC2012_val_00018770.JPEG,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",resnet101,MR-1,TP,
ILSVRC2012_val_00018856.JPEG,basketball,mobilenet,MR-1,TP,
ILSVRC2012_val_00019008.JPEG,turnstile,resnet101,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00019074.JPEG,"yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum",resnet101,MR-1,FP,Incomplete Removal of the Target Object
ILSVRC2012_val_00019099.JPEG,"howler monkey, howler",nasnet_large,MR-1,TP,
ILSVRC2012_val_00019105.JPEG,"puck, hockey puck",mobilenet,MR-1,TP,
ILSVRC2012_val_00019190.JPEG,geyser,mobilenet,MR-1,FP,Incomplete Removal of the Target Object
ILSVRC2012_val_00019203.JPEG,"mountain bike, all-terrain bike, off-roader",resnet101,MR-1,TP,
ILSVRC2012_val_00019205.JPEG,"brassiere, bra, bandeau",resnet101,MR-1,TP,
ILSVRC2012_val_00019316.JPEG,table lamp,resnet101,MR-1,FP,Uncertain
ILSVRC2012_val_00019316.JPEG,table lamp,nasnet_large,MR-1,FP,Uncertain
ILSVRC2012_val_00019330.JPEG,volleyball,mobilenet,MR-1,TP,
ILSVRC2012_val_00019464.JPEG,"pug, pug-dog",resnet101,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00019605.JPEG,"promontory, headland, head, foreland",nasnet_large,MR-1,FP,Incomplete Removal of the Target Object
ILSVRC2012_val_00019704.JPEG,triumphal arch,nasnet_large,MR-1,FP,Uncertain
ILSVRC2012_val_00019742.JPEG,"hip, rose hip, rosehip",resnet101,MR-1,FP,Incomplete Removal of the Target Object
ILSVRC2012_val_00019768.JPEG,"punching bag, punch bag, punching ball, punchball",mobilenet,MR-1,TP,
ILSVRC2012_val_00019806.JPEG,"candle, taper, wax light",mobilenet,MR-1,TP,
ILSVRC2012_val_00019821.JPEG,Gordon setter,resnet101,MR-1,TP,
ILSVRC2012_val_00019940.JPEG,steel drum,mobilenet,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00019947.JPEG,canoe,mobilenet,MR-1,TP,
ILSVRC2012_val_00019952.JPEG,comic book,resnet101,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00019952.JPEG,comic book,mobilenet,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00020072.JPEG,snorkel,nasnet_large,MR-1,FP,Incomplete Removal of the Target Object
ILSVRC2012_val_00020083.JPEG,park bench,nasnet_large,MR-1,TP,
ILSVRC2012_val_00020186.JPEG,cuirass,nasnet_large,MR-1,TP,
ILSVRC2012_val_00020200.JPEG,"apiary, bee house",mobilenet,MR-1,TP,
ILSVRC2012_val_00020271.JPEG,"patio, terrace",nasnet_large,MR-1,TP,
ILSVRC2012_val_00020320.JPEG,oxygen mask,nasnet_large,MR-1,TP,
ILSVRC2012_val_00020465.JPEG,"buckeye, horse chestnut, conker",nasnet_large,MR-1,TP,
ILSVRC2012_val_00020561.JPEG,"bathing cap, swimming cap",resnet101,MR-1,TP,
ILSVRC2012_val_00020591.JPEG,volleyball,resnet101,MR-1,TP,
ILSVRC2012_val_00020631.JPEG,"mountain bike, all-terrain bike, off-roader",resnet101,MR-1,TP,
ILSVRC2012_val_00020653.JPEG,football helmet,nasnet_large,MR-1,TP,
ILSVRC2012_val_00020669.JPEG,"theater curtain, theatre curtain",mobilenet,MR-1,TP,
ILSVRC2012_val_00020698.JPEG,"parachute, chute",resnet101,MR-1,TP,
ILSVRC2012_val_00020723.JPEG,"breakwater, groin, groyne, mole, bulwark, seawall, jetty",nasnet_large,MR-1,TP,
ILSVRC2012_val_00020785.JPEG,"goldfish, Carassius auratus",resnet101,MR-1,TP,
ILSVRC2012_val_00020794.JPEG,vault,resnet101,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00020825.JPEG,Band Aid,nasnet_large,MR-1,TP,
ILSVRC2012_val_00020862.JPEG,"miniskirt, mini",resnet101,MR-1,TP,
ILSVRC2012_val_00020890.JPEG,entertainment center,resnet101,MR-1,TP,
ILSVRC2012_val_00020927.JPEG,boathouse,mobilenet,MR-1,TP,
ILSVRC2012_val_00020990.JPEG,"bakery, bakeshop, bakehouse",mobilenet,MR-1,FP,Uncertain
ILSVRC2012_val_00020990.JPEG,"bakery, bakeshop, bakehouse",resnet101,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00021065.JPEG,bottlecap,nasnet_large,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00021185.JPEG,spindle,nasnet_large,MR-1,TP,
ILSVRC2012_val_00021199.JPEG,mosque,mobilenet,MR-1,FP,Uncertain
ILSVRC2012_val_00021260.JPEG,bow,nasnet_large,MR-1,TP,
ILSVRC2012_val_00021274.JPEG,"odometer, hodometer, mileometer, milometer",resnet101,MR-1,TP,
ILSVRC2012_val_00021287.JPEG,rugby ball,mobilenet,MR-1,TP,
ILSVRC2012_val_00021313.JPEG,face powder,resnet101,MR-1,TP,
ILSVRC2012_val_00021346.JPEG,obelisk,mobilenet,MR-1,TP,
ILSVRC2012_val_00021346.JPEG,obelisk,nasnet_large,MR-1,TP,
ILSVRC2012_val_00021409.JPEG,"puck, hockey puck",resnet101,MR-1,TP,
ILSVRC2012_val_00021409.JPEG,"puck, hockey puck",mobilenet,MR-1,TP,
ILSVRC2012_val_00021421.JPEG,"dishwasher, dish washer, dishwashing machine",mobilenet,MR-1,TP,
ILSVRC2012_val_00021502.JPEG,cliff dwelling,resnet101,MR-1,TP,
ILSVRC2012_val_00021502.JPEG,cliff dwelling,mobilenet,MR-1,FP,Uncertain
ILSVRC2012_val_00021550.JPEG,corn,resnet101,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00021648.JPEG,"paddle, boat paddle",mobilenet,MR-1,FP,Uncertain
ILSVRC2012_val_00021659.JPEG,"puck, hockey puck",mobilenet,MR-1,TP,
ILSVRC2012_val_00021706.JPEG,"swimming trunks, bathing trunks",nasnet_large,MR-1,FP,Uncertain
ILSVRC2012_val_00021716.JPEG,"cab, hack, taxi, taxicab",nasnet_large,MR-1,TP,
ILSVRC2012_val_00021745.JPEG,football helmet,resnet101,MR-1,TP,
ILSVRC2012_val_00021751.JPEG,"apiary, bee house",resnet101,MR-1,TP,
ILSVRC2012_val_00021805.JPEG,"caldron, cauldron",nasnet_large,MR-1,TP,
ILSVRC2012_val_00021822.JPEG,dumbbell,mobilenet,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00021960.JPEG,whistle,resnet101,MR-1,TP,
ILSVRC2012_val_00022143.JPEG,ping-pong ball,resnet101,MR-1,TP,
ILSVRC2012_val_00022276.JPEG,"tow truck, tow car, wrecker",resnet101,MR-1,TP,
ILSVRC2012_val_00022295.JPEG,park bench,mobilenet,MR-1,TP,
ILSVRC2012_val_00022315.JPEG,"medicine chest, medicine cabinet",resnet101,MR-1,TP,
ILSVRC2012_val_00022382.JPEG,trifle,nasnet_large,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00022410.JPEG,"pick, plectrum, plectron",nasnet_large,MR-1,TP,
ILSVRC2012_val_00022445.JPEG,"bearskin, busby, shako",resnet101,MR-1,TP,
ILSVRC2012_val_00022457.JPEG,safety pin,mobilenet,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00022579.JPEG,"plunger, plumber's helper",nasnet_large,MR-1,TP,
ILSVRC2012_val_00022625.JPEG,ping-pong ball,resnet101,MR-1,TP,
ILSVRC2012_val_00022748.JPEG,pomegranate,nasnet_large,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00022752.JPEG,hair spray,mobilenet,MR-1,TP,
ILSVRC2012_val_00023017.JPEG,"seat belt, seatbelt",resnet101,MR-1,TP,
ILSVRC2012_val_00023061.JPEG,"apiary, bee house",nasnet_large,MR-1,FP,Incomplete Removal of the Target Object
ILSVRC2012_val_00023119.JPEG,"skunk, polecat, wood pussy",mobilenet,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00023119.JPEG,"skunk, polecat, wood pussy",nasnet_large,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00023224.JPEG,"rubber eraser, rubber, pencil eraser",nasnet_large,MR-1,TP,
ILSVRC2012_val_00023436.JPEG,croquet ball,resnet101,MR-1,TP,
ILSVRC2012_val_00023438.JPEG,"indigo bunting, indigo finch, indigo bird, Passerina cyanea",resnet101,MR-1,TP,
ILSVRC2012_val_00023456.JPEG,"horizontal bar, high bar",mobilenet,MR-1,TP,
ILSVRC2012_val_00023563.JPEG,"hognose snake, puff adder, sand viper",nasnet_large,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00023575.JPEG,"swimming trunks, bathing trunks",nasnet_large,MR-1,TP,
ILSVRC2012_val_00023594.JPEG,"yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum",resnet101,MR-1,FP,Incomplete Removal of the Target Object
ILSVRC2012_val_00023608.JPEG,"barrel, cask",resnet101,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00023635.JPEG,red wine,nasnet_large,MR-1,TP,
ILSVRC2012_val_00023698.JPEG,"brambling, Fringilla montifringilla",nasnet_large,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00023714.JPEG,"flatworm, platyhelminth",nasnet_large,MR-1,TP,
ILSVRC2012_val_00023766.JPEG,"brambling, Fringilla montifringilla",nasnet_large,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00023798.JPEG,"ant, emmet, pismire",mobilenet,MR-1,TP,
ILSVRC2012_val_00023812.JPEG,"sloth bear, Melursus ursinus, Ursus ursinus",nasnet_large,MR-1,TP,
ILSVRC2012_val_00023896.JPEG,reel,mobilenet,MR-1,TP,
ILSVRC2012_val_00023921.JPEG,ping-pong ball,mobilenet,MR-1,TP,
ILSVRC2012_val_00023978.JPEG,ping-pong ball,mobilenet,MR-1,TP,
ILSVRC2012_val_00024005.JPEG,"megalith, megalithic structure",mobilenet,MR-1,FP,Uncertain
ILSVRC2012_val_00024113.JPEG,acorn,resnet101,MR-1,TP,
ILSVRC2012_val_00024161.JPEG,ping-pong ball,nasnet_large,MR-1,TP,
ILSVRC2012_val_00024327.JPEG,"tench, Tinca tinca",resnet101,MR-1,TP,
ILSVRC2012_val_00024338.JPEG,tile roof,nasnet_large,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00024502.JPEG,"disk brake, disc brake",mobilenet,MR-1,TP,
ILSVRC2012_val_00024511.JPEG,"balance beam, beam",nasnet_large,MR-1,TP,
ILSVRC2012_val_00024511.JPEG,"balance beam, beam",resnet101,MR-1,TP,
ILSVRC2012_val_00024532.JPEG,cliff dwelling,mobilenet,MR-1,TP,
ILSVRC2012_val_00024616.JPEG,football helmet,resnet101,MR-1,TP,
ILSVRC2012_val_00024619.JPEG,rugby ball,mobilenet,MR-1,TP,
ILSVRC2012_val_00024626.JPEG,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",nasnet_large,MR-1,TP,
ILSVRC2012_val_00024693.JPEG,barber chair,mobilenet,MR-1,TP,
ILSVRC2012_val_00024710.JPEG,geyser,mobilenet,MR-1,TP,
ILSVRC2012_val_00024730.JPEG,barbell,resnet101,MR-1,TP,
ILSVRC2012_val_00024746.JPEG,padlock,nasnet_large,MR-1,TP,
ILSVRC2012_val_00024772.JPEG,modem,nasnet_large,MR-1,TP,
ILSVRC2012_val_00024846.JPEG,"plow, plough",nasnet_large,MR-1,TP,
ILSVRC2012_val_00024933.JPEG,"balance beam, beam",mobilenet,MR-1,TP,
ILSVRC2012_val_00024933.JPEG,"balance beam, beam",resnet101,MR-1,TP,
ILSVRC2012_val_00025050.JPEG,"beacon, lighthouse, beacon light, pharos",resnet101,MR-1,TP,
ILSVRC2012_val_00025106.JPEG,electric locomotive,nasnet_large,MR-1,TP,
ILSVRC2012_val_00025220.JPEG,dome,resnet101,MR-1,FP,Uncertain
ILSVRC2012_val_00025220.JPEG,dome,nasnet_large,MR-1,FP,Uncertain
ILSVRC2012_val_00025220.JPEG,dome,mobilenet,MR-1,FP,Uncertain
ILSVRC2012_val_00025341.JPEG,oxcart,resnet101,MR-1,FP,Uncertain
ILSVRC2012_val_00025366.JPEG,"bell cote, bell cot",resnet101,MR-1,TP,
ILSVRC2012_val_00025370.JPEG,geyser,mobilenet,MR-1,FP,Incomplete Removal of the Target Object
ILSVRC2012_val_00025389.JPEG,"racer, race car, racing car",nasnet_large,MR-1,TP,
ILSVRC2012_val_00025405.JPEG,alp,resnet101,MR-1,TP,
ILSVRC2012_val_00025406.JPEG,scoreboard,resnet101,MR-1,FP,Uncertain
ILSVRC2012_val_00025406.JPEG,scoreboard,mobilenet,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00025422.JPEG,vault,resnet101,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00025422.JPEG,vault,nasnet_large,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00025449.JPEG,hummingbird,resnet101,MR-1,TP,
ILSVRC2012_val_00025475.JPEG,"lens cap, lens cover",resnet101,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00025486.JPEG,bow,resnet101,MR-1,TP,
ILSVRC2012_val_00025618.JPEG,pickelhaube,resnet101,MR-1,TP,
ILSVRC2012_val_00025623.JPEG,volleyball,resnet101,MR-1,TP,
ILSVRC2012_val_00025624.JPEG,"grille, radiator grille",nasnet_large,MR-1,TP,
ILSVRC2012_val_00025651.JPEG,"black stork, Ciconia nigra",resnet101,MR-1,TP,
ILSVRC2012_val_00025828.JPEG,"swimming trunks, bathing trunks",resnet101,MR-1,TP,
ILSVRC2012_val_00025857.JPEG,"zucchini, courgette",resnet101,MR-1,TP,
ILSVRC2012_val_00025918.JPEG,torch,nasnet_large,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00026046.JPEG,"swimming trunks, bathing trunks",resnet101,MR-1,TP,
ILSVRC2012_val_00026071.JPEG,volleyball,mobilenet,MR-1,TP,
ILSVRC2012_val_00026071.JPEG,volleyball,nasnet_large,MR-1,TP,
ILSVRC2012_val_00026083.JPEG,scoreboard,mobilenet,MR-1,TP,
ILSVRC2012_val_00026091.JPEG,"pay-phone, pay-station",nasnet_large,MR-1,TP,
ILSVRC2012_val_00026211.JPEG,"traffic light, traffic signal, stoplight",mobilenet,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00026321.JPEG,"brassiere, bra, bandeau",mobilenet,MR-1,TP,
ILSVRC2012_val_00026336.JPEG,space shuttle,nasnet_large,MR-1,TP,
ILSVRC2012_val_00026392.JPEG,boathouse,mobilenet,MR-1,TP,
ILSVRC2012_val_00026423.JPEG,"container ship, containership, container vessel",resnet101,MR-1,TP,
ILSVRC2012_val_00026447.JPEG,"switch, electric switch, electrical switch",nasnet_large,MR-1,TP,
ILSVRC2012_val_00026478.JPEG,cabbage butterfly,nasnet_large,MR-1,TP,
ILSVRC2012_val_00026514.JPEG,croquet ball,resnet101,MR-1,TP,
ILSVRC2012_val_00026538.JPEG,potter's wheel,resnet101,MR-1,FP,Uncertain
ILSVRC2012_val_00026584.JPEG,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",mobilenet,MR-1,TP,
ILSVRC2012_val_00026668.JPEG,projector,resnet101,MR-1,TP,
ILSVRC2012_val_00026716.JPEG,"albatross, mollymawk",nasnet_large,MR-1,TP,
ILSVRC2012_val_00026763.JPEG,speedboat,nasnet_large,MR-1,TP,
ILSVRC2012_val_00026777.JPEG,volleyball,mobilenet,MR-1,TP,
ILSVRC2012_val_00026829.JPEG,"balance beam, beam",mobilenet,MR-1,TP,
ILSVRC2012_val_00026840.JPEG,fireboat,nasnet_large,MR-1,TP,
ILSVRC2012_val_00026889.JPEG,weasel,resnet101,MR-1,TP,
ILSVRC2012_val_00026933.JPEG,barbell,resnet101,MR-1,TP,
ILSVRC2012_val_00026990.JPEG,canoe,nasnet_large,MR-1,TP,
ILSVRC2012_val_00027000.JPEG,"candle, taper, wax light",nasnet_large,MR-1,TP,
ILSVRC2012_val_00027039.JPEG,sliding door,mobilenet,MR-1,TP,
ILSVRC2012_val_00027042.JPEG,pickelhaube,mobilenet,MR-1,TP,
ILSVRC2012_val_00027144.JPEG,shower cap,mobilenet,MR-1,FP,Uncertain
ILSVRC2012_val_00027188.JPEG,kimono,mobilenet,MR-1,TP,
ILSVRC2012_val_00027205.JPEG,"rubber eraser, rubber, pencil eraser",resnet101,MR-1,FP,Uncertain
ILSVRC2012_val_00027208.JPEG,hair spray,mobilenet,MR-1,TP,
ILSVRC2012_val_00027214.JPEG,"bearskin, busby, shako",mobilenet,MR-1,TP,
ILSVRC2012_val_00027221.JPEG,"dock, dockage, docking facility",mobilenet,MR-1,FP,Uncertain
ILSVRC2012_val_00027222.JPEG,"ice lolly, lolly, lollipop, popsicle",mobilenet,MR-1,TP,
ILSVRC2012_val_00027247.JPEG,"bearskin, busby, shako",nasnet_large,MR-1,TP,
ILSVRC2012_val_00027254.JPEG,"indigo bunting, indigo finch, indigo bird, Passerina cyanea",resnet101,MR-1,TP,
ILSVRC2012_val_00027384.JPEG,nipple,resnet101,MR-1,TP,
ILSVRC2012_val_00027461.JPEG,maypole,mobilenet,MR-1,TP,
ILSVRC2012_val_00027467.JPEG,fountain,nasnet_large,MR-1,TP,
ILSVRC2012_val_00027516.JPEG,rugby ball,resnet101,MR-1,TP,
ILSVRC2012_val_00027528.JPEG,"diaper, nappy, napkin",nasnet_large,MR-1,TP,
ILSVRC2012_val_00027612.JPEG,fireboat,resnet101,MR-1,TP,
ILSVRC2012_val_00027628.JPEG,"pedestal, plinth, footstall",mobilenet,MR-1,TP,
ILSVRC2012_val_00027713.JPEG,radiator,nasnet_large,MR-1,TP,
ILSVRC2012_val_00027758.JPEG,sarong,mobilenet,MR-1,TP,
ILSVRC2012_val_00027869.JPEG,"bullfrog, Rana catesbeiana",resnet101,MR-1,TP,
ILSVRC2012_val_00027874.JPEG,nail,mobilenet,MR-1,TP,
ILSVRC2012_val_00027949.JPEG,"dining table, board",mobilenet,MR-1,FP,Uncertain
ILSVRC2012_val_00028003.JPEG,broccoli,resnet101,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00028120.JPEG,turnstile,nasnet_large,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00028242.JPEG,"seashore, coast, seacoast, sea-coast",nasnet_large,MR-1,TP,
ILSVRC2012_val_00028388.JPEG,barbell,nasnet_large,MR-1,TP,
ILSVRC2012_val_00028452.JPEG,toilet seat,nasnet_large,MR-1,TP,
ILSVRC2012_val_00028469.JPEG,bee,mobilenet,MR-1,TP,
ILSVRC2012_val_00028481.JPEG,digital clock,mobilenet,MR-1,TP,
ILSVRC2012_val_00028537.JPEG,"apiary, bee house",resnet101,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00028545.JPEG,black grouse,nasnet_large,MR-1,TP,
ILSVRC2012_val_00028638.JPEG,"bathtub, bathing tub, bath, tub",mobilenet,MR-1,TP,
ILSVRC2012_val_00028739.JPEG,holster,mobilenet,MR-1,TP,
ILSVRC2012_val_00028835.JPEG,space shuttle,mobilenet,MR-1,TP,
ILSVRC2012_val_00028839.JPEG,beaver,nasnet_large,MR-1,TP,
ILSVRC2012_val_00028937.JPEG,anemone fish,mobilenet,MR-1,FP,Incomplete Removal of the Target Object
ILSVRC2012_val_00029013.JPEG,"sea slug, nudibranch",resnet101,MR-1,FP,Incomplete Removal of the Target Object
ILSVRC2012_val_00029034.JPEG,pier,nasnet_large,MR-1,TP,
ILSVRC2012_val_00029072.JPEG,"puck, hockey puck",resnet101,MR-1,FP,Existence of Multiple Target Objects
ILSVRC2012_val_00029136.JPEG,"racket, racquet",resnet101,MR-1,TP,
ILSVRC2012_val_00029162.JPEG,"sea slug, nudibranch",nasnet_large,MR-1,TP,
ILSVRC2012_val_00029172.JPEG,alp,nasnet_large,MR-1,FP,Uncertain
ILSVRC2012_val_00029195.JPEG,ski mask,nasnet_large,MR-1,FP,Incomplete Removal of the Target Object
ILSVRC2012_val_00029250.JPEG,"mobile home, manufactured home",mobilenet,MR-1,TP,
ILSVRC2012_val_00029288.JPEG,"indri, indris, Indri indri, Indri brevicaudatus",resnet101,MR-1,TP,
ILSVRC2012_val_00029327.JPEG,holster,resnet101,MR-1,FP,Incomplete Removal of the Target Object
